visited,url,attention,house_info,publishday,unit_price,region,total_price 
11,,43, | 1室1厅 | 40.98平米 | 南 | 精装 | 有电梯,,27331,盛世嘉园 ,112
3,,5, | 3室1厅 | 120.32平米 | 南 | 简装 | 有电梯,,28258,理想康城国际 ,340
6,,35, | 2室1厅 | 89.79平米 | 南 | 精装 | 无电梯,,24502,东冠逸景花苑 ,220
2,,25, | 2室2厅 | 84.61平米 | 南 | 精装 | 无电梯,,27775,东冠逸景花苑 ,235
2,,38, | 2室1厅 | 64.5平米 | 南 北 | 精装 | 无电梯,,40311,假山新村 ,260
8,,9, | 3室2厅 | 87.64平米 | 南 | 简装 | 有电梯,,51347,天阳上河 ,450
9,,12, | 4室2厅 | 128.32平米 | 南 北 | 其他 | 有电梯,,46369,水澄花园南苑 ,595
4,,82, | 3室2厅 | 117.12平米 | 南 北 | 简装 | 有电梯,,47815,和谐嘉园东苑 ,560
6,,16, | 3室2厅 | 112.34平米 | 南 | 精装 | 无电梯,,23145,爵士风情花园 ,260
4,,22, | 4室2厅 | 148平米 | 南 北 | 精装 | 有电梯,,26352,文苑风情 ,390
0,,5, | 2室1厅 | 58平米 | 南 | 其他 | 有电梯,,45690,望江新园三园 ,265
3,,6, | 2室1厅 | 47.15平米 | 南 北 | 简装 | 无电梯,,46660,泰和苑 ,220
8,,7, | 3室2厅 | 90.48平米 | 南 | 简装 | 无电梯,,25420,富丽花园(萧山) ,230
3,,14, | 3室2厅 | 123.74平米 | 南 北 | 简装 | 有电梯,,33943,翡翠城二期 ,420
3,,10, | 2室1厅 | 54.89平米 | 南 北 | 简装 | 无电梯,,43724,大塔儿巷 ,240
6,,36, | 3室1厅 | 87.91平米 | 南 北 | 其他 | 有电梯,,27301,朗诗未来街区 ,240
6,,33, | 3室1厅 | 110.51平米 | 南 西南 | 精装 | 有电梯,,50675,锦昌文华苑 ,560
13,,55, | 2室2厅 | 86.54平米 | 南 | 毛坯 | 无电梯,,22880,东城丽景 ,198
4,,15, | 3室2厅 | 118.72平米 | 南 | 精装 | 有电梯,,41695,西铭苑 ,495
6,,44, | 3室1厅 | 70.07平米 | 南 | 简装 | 无电梯,,39961,翠苑四区 ,280
13,,23, | 1室0厅 | 48.3平米 | 南 | 简装 | 有电梯,,44514,枫华府第 ,215
4,,0, | 3室1厅 | 75.14平米 | 南 北 | 简装 | 无电梯,,42588,翠苑东二区 ,320
4,,11, | 3室2厅 | 87.74平米 | 南 | 毛坯 | 有电梯,,27354,宋都东郡国际 ,240
13,,8, | 3室1厅 | 70.25平米 | 南 | 简装 | 无电梯,,43417,莲花新村西区 ,305
8,,27, | 3室1厅 | 86.7平米 | 南 | 简装 | 有电梯,,30566,宋都阳光国际 ,265
6,,10, | 4室2厅 | 139平米 | 南 西 北 | 简装 | 有电梯,,39569,华盛达阅城 ,550
1,,11, | 4室2厅 | 131.62平米 | 南 | 简装 | 有电梯,,29251,亿丰蔚蓝郡 ,385
3,,44, | 3室1厅 | 86.38平米 | 南 | 其他 | 有电梯,,41098,铂金名筑 ,355
13,,38, | 1室1厅 | 38.76平米 | 东北 | 简装 | 有电梯,,22704,世纪嘉园晴彩巴厘 ,
4,,19, | 2室2厅 | 116.62平米 | 南 北 | 精装 | 有电梯,,46305,彩虹城 ,540
7,,10, | 4室2厅 | 134.23平米 | 南 | 毛坯 | 有电梯,,26075,世茂江滨花园瑞景湾 ,350
5,,5, | 3室1厅 | 127.41平米 | 南 北 | 毛坯 | 有电梯,,23547,临平桂花城北区 ,300
2,,4, | 3室1厅 | 87.31平米 | 南 | 毛坯 | 有电梯,,37797,华瑞晴庐 ,330
4,,7, | 3室2厅 | 113.95平米 | 南 | 毛坯 | 有电梯,,35104,亲亲家园四期 ,400
7,,11, | 3室2厅 | 125.43平米 | 南 | 简装 | 有电梯,,18975,世纪嘉园晴彩巴厘 ,238
10,,10, | 3室2厅 | 109平米 | 南 北 | 毛坯 | 有电梯,,36514,欧美金融城 ,398
2,,13, | 4室2厅 | 126.8平米 | 南 西南 | 精装 | 有电梯,,42587,德信北海公园 ,540
7,,15, | 2室2厅 | 83.01平米 | 南 北 | 简装 | 无电梯,,37948,物华小区 ,315
6,,10, | 3室2厅 | 150平米 | 南 | 简装 | 有电梯,,29334,君悦丽景 ,440
0,,0, | 4室2厅 | 262平米 | 南 | 其他 | 有电梯,,33588,通和戈雅公寓 ,880
2,,12, | 3室2厅 | 137平米 | 东南 | 毛坯 | 有电梯,,20365,竹海水韵 ,279
6,,18, | 3室2厅 | 89平米 | 南 西 | 精装 | 有电梯,,39326,阳光郡 ,350
0,,9, | 1室1厅 | 40平米 | 南 | 其他 | 有电梯,,23750,广茵大厦 ,
2,,8, | 4室2厅 | 192平米 | 南 | 毛坯,,18750,广厦天都城天熙公馆 ,360
8,,7, | 3室1厅 | 89平米 | 东 南 北 | 简装 | 有电梯,,62360,荣安望江南 ,555
12,,6, | 3室2厅 | 120.01平米 | 南 北 | 简装 | 有电梯,,24165,伊萨卡国际城浩泽园 ,290
8,,19, | 4室1厅 | 140.17平米 | 南 北 | 其他 | 有电梯,,41950,云龙公寓 ,588
7,,11, | 3室1厅 | 89平米 | 南 | 精装 | 有电梯,,24720,长睦邻里人家东苑 ,220
0,,9, | 6室2厅 | 213.06平米 | 南 | 简装 | 无电梯,,37549,紫金文苑 ,800
3,,6, | 4室2厅 | 218平米 | 南 | 毛坯 | 有电梯,,24312,金隅观澜时代天筑 ,530
4,,8, | 3室2厅 | 128.66平米 | 南 | 简装 | 有电梯,,26815,香榭里花园 ,345
29,,123, | 3室1厅 | 89.61平米 | 南 | 精装 | 有电梯,,39059,滨江西溪之星 ,350
5,,18, | 3室2厅 | 82.25平米 | 南 | 精装 | 有电梯,,61399,九龙仓碧玺 ,505
2,,10, | 3室2厅 | 179.98平米 | 南 | 毛坯 | 有电梯,,48895,东方福邸 ,880
11,,10, | 4室2厅 | 138.5平米 | 南 北 | 其他 | 有电梯,,32130,西溪华东园 ,445
34,,44, | 3室1厅 | 89平米 | 南 北 | 其他,,39326,滨江西溪之星 ,350
5,,20, | 3室2厅 | 102.4平米 | 南 北 | 其他 | 无电梯,,49610,香樟公寓 ,508
5,,12, | 3室1厅 | 89平米 | 南 | 毛坯 | 有电梯,,25843,保利罗兰香谷 ,230
4,,9, | 3室1厅 | 80.73平米 | 南 | 精装 | 无电梯,,35923,三里亭苑二区 ,290
6,,16, | 3室2厅 | 89.73平米 | 南 北 | 精装 | 有电梯,,47922,滨江曙光之城 ,430
27,,15, | 3室2厅 | 88.7平米 | 南 | 其他 | 有电梯,,32131,宋都晨光国际 ,285
5,,3, | 3室2厅 | 89.14平米 | 南 | 精装 | 有电梯,,47117,滨江曙光之城 ,420
0,,0, | 4室2厅 | 159.68平米 | 南 | 精装 | 有电梯,,23047,南岸花城 ,368
9,,28, | 3室1厅 | 88.31平米 | 南 西 北 | 精装 | 有电梯,,60922,启真名苑 ,538
8,,24, | 3室2厅 | 108.46平米 | 南 | 简装 | 无电梯,,35958,左岸花园 ,390
7,,1, | 5室2厅 | 176.04平米 | 南 | 毛坯,,24995,汇宇花园 ,440
7,,5, | 3室1厅 | 90.18平米 | 南 北 | 其他 | 无电梯,,58772,凤凰北苑 ,530
9,,10, | 3室1厅 | 86.99平米 | 南 北 | 其他 | 无电梯,,42534,天时苑(拱墅) ,370
7,,6, | 4室2厅 | 117.79平米 | 南 | 毛坯 | 有电梯,,35233,龙湖武林九里 ,415
0,,2, | 3室2厅 | 131.57平米 | 南 | 毛坯,,26602,绿城紫桂公寓 ,350
9,,1, | 3室1厅 | 89平米 | 南 北 | 其他 | 有电梯,,51686,中海西溪华府 ,460
0,,0, | 4室2厅 | 207.13平米 | 南 | 其他 | 有电梯,18,22209,绿城蓝庭东区 ,460
4,,3, | 3室2厅 | 89.61平米 | 南 | 其他 | 有电梯,7,42406,滨江江南之星 ,380
0,,9, | 2室1厅 | 53.96平米 | 南 | 精装 | 无电梯,,43551,翠苑二区 ,235
2,,3, | 2室2厅 | 84平米 | 南 北 | 简装 | 无电梯,,35715,左岸花园 ,300
1,,0, | 1室1厅 | 101.82平米 | 西北 东北 | 精装 | 有电梯,16,44196,东方君悦 ,450
0,,0, | 3室2厅 | 84.25平米 | 南 | 简装 | 有电梯,,35609,罗兰春天 ,300
0,,33, | 3室2厅 | 83.83平米 | 南 | 毛坯 | 无电梯,,50102,紫金公寓 ,420
0,,10, | 4室2厅 | 205.7平米 | 南 | 简装 | 有电梯,,41323,昆仑橡树园 ,850
0,,54, | 2室2厅 | 90.51平米 | 南 | 简装 | 无电梯,,51928,嘉绿西苑 ,470
0,,21, | 3室2厅 | 139.77平米 | 南 北 | 精装 | 无电梯,,28261,水木清华 ,395
1,,45, | 3室1厅 | 85.19平米 | 东 西 | 精装,,64562,保俶路 ,550
0,,4, | 3室2厅 | 150平米 | 南 | 精装 | 有电梯,,28100,荆山翠谷 ,421.5
0,,28, | 3室2厅 | 135.15平米 | 南 北 | 精装 | 有电梯,,48835,采荷人家 ,660
0,,18, | 3室2厅 | 109.36平米 | 南 | 毛坯 | 无电梯,,20575,爵士风情花园 ,225
0,,52, | 3室2厅 | 126.3平米 | 南 | 精装 | 无电梯,,34046,丹枫新村 ,430
0,,20, | 3室1厅 | 67.42平米 | 南 | 精装 | 无电梯,,38565,绍兴新村 ,260
0,,10, | 4室2厅 | 183平米 | 南 北 | 简装 | 无电梯,,49181,阳光地带西区 ,900
0,,27, | 3室2厅 | 91.41平米 | 南 | 简装,,27897,中尚橄榄树花园（北区） ,255
26,,278, | 3室2厅 | 87.55平米 | 南 北 | 毛坯 | 有电梯,,19418,金都夏宫 ,170
0,,10, | 3室2厅 | 130.49平米 | 南 北 | 毛坯 | 有电梯,,31037,九月庭院 ,405
0,,8, | 2室1厅 | 58.97平米 | 南 | 简装 | 无电梯,,76310,延定巷2号 ,450
0,,9, | 3室2厅 | 161.59平米 | 南 北 | 简装 | 有电梯,,43939,中融城市花园 ,710
0,,216, | 2室2厅 | 84.01平米 | 南 | 精装 | 有电梯,,32735,中兴和园 ,275
0,,24, | 3室2厅 | 161.5平米 | 南 北 | 精装 | 有电梯,,19196,庭院深深 ,310
1,,8, | 3室1厅 | 75.87平米 | 南 北 | 简装 | 无电梯,,36906,大关西三苑 ,280
4,,18, | 5室2厅 | 186.8平米 | 南 | 精装 | 有电梯,,47110,金地天逸 ,880
0,,2, | 2室2厅 | 134平米 | 南 | 简装 | 有电梯,,22389,福雷德广场 ,300
0,,13, | 4室2厅 | 139.4平米 | 南 北 | 简装,,18652,星雅嘉园逸品苑 ,260
0,,25, | 3室2厅 | 129.47平米 | 南 | 精装 | 有电梯,,22245,竹海水韵 ,288
9,,59, | 4室2厅 | 184.14平米 | 南 | 毛坯 | 有电梯,,40730,锦绣江南 ,750
0,,17, | 3室2厅 | 61.74平米 | 南 | 精装,,36444,北城铭苑 ,225
1,,18, | 3室2厅 | 107.02平米 | 南 | 精装 | 无电梯,,37377,翠苑二区北区 ,400
0,,18, | 4室2厅 | 139.4平米 | 南 | 精装 | 有电梯,,26399,金隅观澜时代瀚庭 ,368
0,,19, | 3室1厅 | 124.33平米 | 南 | 简装 | 有电梯,,24934,东海水景城 ,310
1,,17, | 2室2厅 | 80.06平米 | 南 北 | 精装 | 无电梯,,24982,爵士风情花园 ,200
0,,37, | 3室2厅 | 139.56平米 | 南 | 精装 | 有电梯,,58040,春江名苑 ,810
0,,5, | 4室2厅 | 165平米 | 南 | 精装 | 无电梯,,25455,临平桂花城南区 ,420
0,,19, | 3室2厅 | 133.47平米 | 南 | 精装 | 有电梯,,26973,北景园水镜苑 ,360
0,,3, | 3室2厅 | 89.36平米 | 南 | 精装 | 有电梯,,35811,冠宇隽园 ,320
0,,5, | 3室2厅 | 97.47平米 | 南 北 | 简装 | 无电梯,,63610,师苑新村 ,620
0,,13, | 2室2厅 | 83.5平米 | 南 | 精装 | 无电梯,,30899,岸上蓝山 ,258
0,,1, | 3室1厅 | 86.43平米 | 南 | 精装 | 有电梯,,33554,联合格里 ,290
0,,94, | 3室1厅 | 70.41平米 | 南 | 简装 | 无电梯,,27979,竹林寺 ,197
25,,7, | 2室1厅 | 57.42平米 | 南 | 其他 | 无电梯,,40056,朝晖四区 ,230
0,,6, | 3室2厅 | 85.67平米 | 南 | 精装 | 无电梯,,44357,百家乐西园 ,380
1,,22, | 3室1厅 | 83.9平米 | 南 | 精装 | 有电梯,,29202,金隅观澜时代天筑 ,245
0,,23, | 3室1厅 | 66.95平米 | 南 | 简装 | 无电梯,,41076,翠苑东四区 ,275
0,,6, | 2室2厅 | 89.51平米 | 南 | 简装 | 有电梯,,26255,后珠美都雅苑 ,235
0,,2, | 3室2厅 | 122.15平米 | 南 | 精装 | 无电梯,,32583,铭雅苑东区 ,398
0,,4, | 3室2厅 | 76.17平米 | 南 北 | 简装 | 无电梯,,65643,师苑新村 ,500
0,,26, | 2室2厅 | 78.98平米 | 南 | 精装 | 有电梯,,31401,新江花园 ,248
10,,20, | 2室1厅 | 66.88平米 | 南 北 | 简装 | 无电梯,,37082,三塘竹园 ,248
0,,14, | 4室2厅 | 139.73平米 | 南 | 精装 | 无电梯,,24333,水木清华 ,340
0,,17, | 4室2厅 | 169.64平米 | 南 | 精装 | 有电梯,,30948,云溪香山 ,525
0,,6, | 3室2厅 | 138.35平米 | 南 | 精装 | 有电梯,,53488,锦昌文华苑 ,740
0,,7, | 3室2厅 | 99.84平米 | 南 北 | 精装 | 无电梯,,41066,裕兴苑 ,410
0,,5, | 3室2厅 | 168.86平米 | 南 | 其他 | 有电梯,,45008,凤起苑 ,760
0,,28, | 4室2厅 | 134.8平米 | 南 | 精装 | 有电梯,,26336,伊萨卡国际城浩泽园 ,355
0,,3, | 3室2厅 | 101平米 | 南 | 精装 | 有电梯,,31684,江南摩卡 ,320
0,,13, | 3室2厅 | 119.82平米 | 南 北 | 精装 | 有电梯,,40895,五洋运河人家 ,490
0,,8, | 3室2厅 | 115平米 | 南 | 精装 | 无电梯,,30000,良渚文化村白鹭郡东 ,345
20,,13, | 2室1厅 | 48.82平米 | 南 | 简装 | 无电梯,,43630,珠碧苑 ,213
0,,3, | 3室2厅 | 93.99平米 | 南 | 精装,,23407,锦昌年华 ,220
0,,3, | 3室1厅 | 82.3平米 | 南 | 简装 | 无电梯,,48603,府新花园东区 ,400
0,,7, | 3室2厅 | 135.59平米 | 南 北 | 精装 | 有电梯,,21979,泊林漫谷 ,298
0,,20, | 3室2厅 | 89平米 | 南 | 精装 | 有电梯,,27866,世茂江滨花园峻景湾 ,248
0,,2, | 2室2厅 | 88.54平米 | 南 北 | 简装,,60990,学院路176-178号大院 ,540
2,,24, | 3室1厅 | 78.24平米 | 南 北 | 精装 | 无电梯,,49847,清泰小区 ,390
0,,17, | 3室2厅 | 139.78平米 | 南 北 | 精装 | 有电梯,,39777,银色港湾公寓 ,556
0,,9, | 3室2厅 | 126.26平米 | 西南 | 精装 | 有电梯,,55283,檀香园 ,698
0,,1, | 3室2厅 | 89平米 | 西南 | 精装 | 有电梯,,26967,长睦邻里人家东苑 ,240
0,,4, | 2室2厅 | 78平米 | 南 | 简装 | 无电梯,,41026,金田花园 ,320
0,,12, | 3室1厅 | 84.36平米 | 南 | 简装 | 无电梯,,46231,科技新村 ,390
0,,21, | 3室1厅 | 78.58平米 | 南 | 简装 | 无电梯,,41360,稻香园南区 ,325
0,,14, | 3室2厅 | 99.37平米 | 南 北 | 简装 | 无电梯,,56356,桃园新村 ,560
0,,9, | 3室2厅 | 89.98平米 | 南 | 精装 | 有电梯,,38898,泊林印象 ,350
0,,11, | 4室2厅 | 172.24平米 | 南 | 精装 | 有电梯,,56317,紫庭花园 ,970
0,,11, | 3室2厅 | 142.75平米 | 南 | 精装 | 有电梯,,47636,绿洲花园 ,680
0,,0, | 3室1厅 | 97.45平米 | 南 | 精装 | 无电梯,,47717,清江花园 ,465
0,,13, | 3室2厅 | 133.75平米 | 南 | 精装 | 有电梯,,37309,银爵世纪公寓 ,499
0,,31, | 3室2厅 | 89平米 | 南 | 精装 | 有电梯,,25281,后珠美邻嘉苑 ,225
1,,80, | 4室2厅 | 163.58平米 | 南 北 | 精装 | 有电梯,,39736,坤和和家园 ,650
0,,31, | 3室2厅 | 107.99平米 | 南 北 | 精装 | 无电梯,,22225,爵士风情花园 ,240
0,,5, | 2室2厅 | 74.21平米 | 南 | 简装 | 无电梯,,40426,金田花园 ,300
0,,3, | 3室2厅 | 83.07平米 | 南 北 | 精装,,31901,郡枫绿园西区 ,265
0,,7, | 3室2厅 | 87.63平米 | 南 | 精装 | 有电梯,,47929,金色黎明二期 ,420
0,,1, | 2室1厅 | 73.41平米 | 南 | 简装 | 无电梯,,51765,华龙家园 ,380
0,,3, | 2室2厅 | 88.16平米 | 南 | 精装 | 有电梯,,31194,江南摩卡 ,275
0,,8, | 3室2厅 | 128.87平米 | 南 | 精装 | 有电梯,,51215,湖畔花园竹径苑 ,660
26,,18, | 2室1厅 | 46.51平米 | 南 | 其他 | 无电梯,,43002,复兴南苑 ,200
21,,7, | 2室1厅 | 59.67平米 | 南 | 其他 | 无电梯,,44411,紫金公寓 ,265
0,,13, | 3室1厅 | 89.1平米 | 南 北 | 简装 | 有电梯,,42088,正中尚品庭院 ,375
7,,2, | 2室1厅 | 57.09平米 | 南 | 精装 | 无电梯,,42039,华藏寺巷 ,240
6,,12, | 2室2厅 | 86.47平米 | 南 | 精装 | 有电梯,,36776,保亿风景蝶院观园 ,318
0,,6, | 3室2厅 | 88.82平米 | 南 | 精装 | 有电梯,,31525,冠宇隽园 ,280
25,,6, | 1室1厅 | 44.8平米 | 南 北 | 其他 | 无电梯,,45759,美政花苑 ,205
17,,18, | 2室2厅 | 71.42平米 | 南 北 | 简装 | 无电梯,,46906,嘉绿北苑 ,335
7,,47, | 1室1厅 | 43.97平米 | 南 | 精装 | 有电梯,,39800,星耀城 ,175
0,,3, | 4室1厅 | 155.25平米 | 南 | 精装 | 有电梯,,26087,香榭里花园 ,405
0,,2, | 3室2厅 | 129.5平米 | 南 西 | 精装 | 有电梯,,40155,德信早城 ,520
1,,16, | 4室2厅 | 180.65平米 | 南 北 | 精装 | 有电梯,,78606,金都城市芯宇 ,1420
11,,113, | 2室2厅 | 70.34平米 | 南 | 简装 | 有电梯,,37675,天城铭园 ,265
0,,118, | 4室3厅 | 173.39平米 | 东 南 北 | 精装 | 无电梯,,27684,亲亲家园二期 ,480
9,,40, | 3室1厅 | 60平米 | 南 | 精装 | 无电梯,,68334,马塍路8号 ,410
2,,39, | 5室2厅 | 265.97平米 | 南 北 | 其他 | 有电梯,,45118,银泰海威国际 ,1200
21,,52, | 2室1厅 | 60.07平米 | 南 | 精装 | 无电梯,,45780,紫金公寓 ,275
3,,40, | 4室2厅 | 173.88平米 | 南 北 | 精装 | 无电梯,,26168,亲亲家园三期 ,455
3,,51, | 4室2厅 | 194.77平米 | 南 | 精装 | 有电梯,,65719,远洋大河宸章 ,1280
2,,28, | 5室3厅 | 171.02平米 | 南 | 精装 | 无电梯,,18712,爵士风情花园 ,320
3,,19, | 4室2厅 | 184平米 | 南 | 简装 | 有电梯,,33587,贺田尚城 ,618
6,,31, | 3室2厅 | 132.65平米 | 南 北 | 简装 | 有电梯,,32794,南岸晶都花园 ,435
0,,3, | 2室1厅 | 93.31平米 | 南 | 精装 | 有电梯,,44797,三里家园二区 ,418
0,,17, | 2室1厅 | 59.28平米 | 南 | 简装 | 无电梯,,28678,余家弄 ,170
3,,10, | 4室1厅 | 184平米 | 南 北 | 精装 | 有电梯,,59783,绿城明月江南 ,1100
3,,5, | 2室1厅 | 50.47平米 | 南 北 | 简装 | 无电梯,,69349,曙光路121号 ,350
1,,3, | 1室1厅 | 44.1平米 | 南 | 其他 | 有电梯,,14286,华元十六街区 ,
4,,10, | 2室2厅 | 53平米 | 东 | 精装 | 有电梯,15,25850,西溪八方城 ,137
0,,0, | 2室2厅 | 83平米 | 南 北 | 简装 | 无电梯,14,39157,蓝天公寓 ,325
0,,2, | 2室2厅 | 82.05平米 | 南 | 精装 | 有电梯,12,45704,泊林印象 ,375
0,,4, | 1室0厅 | 30.93平米 | 南 | 精装 | 无电梯,4,51730,青春坊 ,160
6,,7, | 2室1厅 | 40.75平米 | 东南 | 精装 | 有电梯,,39264,中天西城纪 ,160
3,,55, | 1室1厅 | 56.31平米 | 北 | 精装 | 有电梯,,33742,文溪鼎园 ,190
7,,65, | 3室2厅 | 88.62平米 | 南 北 | 简装 | 有电梯,,22005,赞成乐山红叶 ,195
11,,16, | 2室2厅 | 116.48平米 | 南 北 | 精装 | 有电梯,,33912,佳境天城佳合苑 ,395
1,,6, | 3室2厅 | 113.96平米 | 南 | 简装 | 无电梯,,41068,金田花园 ,468
0,,5, | 2室1厅 | 53.58平米 | 南 | 简装 | 无电梯,29,74655,沈塘新村 ,400
0,,2, | 2室2厅 | 76.14平米 | 南 | 精装 | 无电梯,25,56475,胜利新村 ,430
1,,111, | 2室2厅 | 86.67平米 | 南 | 毛坯 | 有电梯,,40384,新安天苑 ,350
0,,40, | 4室2厅 | 167.93平米 | 南 | 精装 | 有电梯,,45853,万科逸天广场 ,770
6,,34, | 2室2厅 | 87.43平米 | 南 北 | 精装 | 有电梯,,34199,康恒悦麒美寓 ,299
2,,73, | 2室1厅 | 52平米 | 南 | 简装 | 无电梯,,44231,大营盘 ,230
2,,35, | 2室2厅 | 88.77平米 | 南 | 简装 | 无电梯,,44948,金都新城 ,399
2,,201, | 3室2厅 | 79.48平米 | 南 北 | 简装 | 无电梯,,42149,和苑小区 ,335
2,,62, | 1室1厅 | 39.33平米 | 南 | 简装 | 无电梯,,41953,九莲新村 ,165
2,,14, | 3室2厅 | 116.06平米 | 南 | 毛坯 | 有电梯,,53421,上尚庭 ,620
1,,82, | 1室1厅 | 62.74平米 | 南 | 简装 | 有电梯,,31241,蚕花园永兴坊 ,196
3,,81, | 2室1厅 | 58平米 | 南 | 简装 | 无电梯,,47414,混堂桥 ,275
2,,97, | 3室2厅 | 89平米 | 南 | 毛坯 | 无电梯,,35956,良渚文化村白鹭郡南 ,320
0,,27, | 3室2厅 | 150.08平米 | 南 | 毛坯 | 有电梯,,45643,望江新园二园 ,685
0,,129, | 3室2厅 | 116平米 | 南 | 精装,,21725,广厦天都城天风苑 ,252
2,,239, | 2室1厅 | 55.58平米 | 南 北 | 简装 | 无电梯,,36345,景芳新五区 ,202
1,,20, | 2室2厅 | 88.72平米 | 南 北 | 毛坯 | 有电梯,,34378,绿城西子田园牧歌 ,305
2,,38, | 1室1厅 | 48.45平米 | 南 北 | 简装 | 无电梯,,41280,三里家园二区 ,200
9,,242, | 2室1厅 | 88.03平米 | 南 北 | 简装 | 有电梯,,22152,竹海水韵 ,195
8,,90, | 3室2厅 | 88.26平米 | 南 | 精装 | 有电梯,,32291,金雅苑社区 ,285
9,,48, | 3室1厅 | 66平米 | 南 北 | 精装 | 无电梯,,43182,莲花新村西区 ,285
3,,59, | 2室2厅 | 87.89平米 | 南 | 毛坯 | 有电梯,,27307,金隅田员外 ,240
2,,87, | 2室2厅 | 86.56平米 | 南 | 毛坯 | 有电梯,,47366,坤和西溪里璞园 ,410
3,,16, | 2室1厅 | 48.66平米 | 南 | 毛坯 | 无电梯,,44185,保安桥直街 ,215
0,,26, | 3室2厅 | 90.54平米 | 南 北 | 简装 | 无电梯,,38105,米市巷 ,345
9,,50, | 2室1厅 | 67.79平米 | 南 北 | 简装 | 无电梯,,39829,翠苑四区 ,270
1,,42, | 2室1厅 | 74.88平米 | 南 | 简装 | 无电梯,,34723,京惠花园 ,260
0,,4, | 3室1厅 | 130.76平米 | 南 | 简装 | 无电梯,,42827,金都新城 ,560
5,,301, | 2室1厅 | 60.6平米 | 南 北 | 简装,,29373,浙江油田留下小区 ,178
2,,97, | 3室2厅 | 78.16平米 | 南 北 | 简装,,25077,东张家弄 ,196
2,,7, | 2室2厅 | 69.64平米 | 南 北 | 毛坯 | 无电梯,,56003,观巷 ,390
3,,30, | 2室2厅 | 73.53平米 | 南 北 | 简装 | 无电梯,,40120,施家花园 ,295
0,,13, | 3室2厅 | 139平米 | 南 北 | 简装 | 有电梯,,35252,温兴风情苑 ,490
9,,15, | 3室2厅 | 139平米 | 南 | 简装 | 有电梯,,21224,梦琴湾 ,295
3,,43, | 5室2厅 | 196平米 | 南 北 | 毛坯 | 有电梯,,45409,坤和西溪里 ,890
3,,76, | 3室1厅 | 72.04平米 | 南 北 | 简装 | 无电梯,,35398,朝晖二区 ,255
3,,76, | 3室2厅 | 86.62平米 | 南 北 | 毛坯 | 有电梯,,34057,中兴九洲芳园 ,295
3,,40, | 3室1厅 | 88.47平米 | 南 | 简装 | 有电梯,,37866,三里新城荷苑 ,335
0,,26, | 3室2厅 | 138平米 | 南 北 | 简装 | 无电梯,,25363,美之园西区 ,350
0,,41, | 3室2厅 | 125.7平米 | 南 | 精装 | 有电梯,,21878,天阳棕榈湾二期 ,275
3,,125, | 3室2厅 | 84.05平米 | 南 北 | 简装 | 有电梯,,27365,融创金成西溪海 ,230
3,,81, | 2室1厅 | 68.69平米 | 南 | 简装 | 有电梯,,36105,信义坊 ,248
2,,19, | 2室1厅 | 51.54平米 | 南 | 精装 | 无电梯,,46566,翠苑一区 ,240
3,,12, | 2室2厅 | 88.05平米 | 西南 | 毛坯 | 有电梯,,31233,元都新苑 ,275
23,,69, | 3室2厅 | 89.87平米 | 南 北 | 毛坯,,42284,滨江西溪之星 ,380
4,,20, | 2室1厅 | 89.15平米 | 南 北 | 精装 | 有电梯,,64947,金都城市芯宇 ,579
2,,13, | 2室1厅 | 71.96平米 | 南 北 | 简装 | 无电梯,,69484,崔家巷 ,500
1,,8, | 2室1厅 | 94.39平米 | 南 | 简装 | 有电梯,,39200,泰和苑 ,370
0,,3, | 2室2厅 | 70.14平米 | 南 | 简装 | 无电梯,,68435,光复路146-186号 ,480
2,,26, | 2室1厅 | 55.66平米 | 南 北 | 简装 | 无电梯,,35933,德胜新村 ,200
2,,38, | 2室1厅 | 58.54平米 | 东 西 | 简装 | 无电梯,,37582,环城东路298-311号 ,220
0,,28, | 2室1厅 | 51.3平米 | 南 北 | 精装 | 无电梯,,38207,和睦新村 ,196
5,,26, | 2室1厅 | 82.23平米 | 南 北 | 毛坯 | 有电梯,,44996,金牛坊 ,370
0,,13, | 3室2厅 | 88.94平米 | 南 | 精装 | 有电梯,,33731,天阳观筑 ,300
4,,28, | 2室2厅 | 86.96平米 | 南 | 精装 | 有电梯,,75322,滨江凯旋门 ,655
7,,200, | 2室1厅 | 45.71平米 | 东 | 简装 | 无电梯,,38942,十五家园 ,178
1,,19, | 2室2厅 | 90.34平米 | 南 北 | 毛坯 | 有电梯,,28781,元都新景公寓 ,260
3,,21, | 3室2厅 | 88.86平米 | 南 北 | 毛坯,,32636,绿都四季华庭 ,290
0,,16, | 2室2厅 | 97.59平米 | 南 | 简装 | 无电梯,,25618,闲林山水海棠苑 ,250
3,,8, | 2室1厅 | 53.99平米 | 南 | 简装 | 无电梯,,94462,下宁巷 ,510
2,,51, | 2室1厅 | 73.5平米 | 西 | 其他 | 有电梯,,46123,宝善公寓 ,339
0,,9, | 2室1厅 | 74.86平米 | 南 | 简装 | 有电梯,,38739,天苑花园 ,290
2,,67, | 2室2厅 | 82.06平米 | 南 北 | 简装 | 有电梯,,34122,中兴和园 ,280
0,,22, | 2室2厅 | 82.81平米 | 南 北 | 毛坯 | 有电梯,,38643,红街公寓 ,320
1,,10, | 2室2厅 | 53.32平米 | 南 | 精装 | 无电梯,,41261,和睦新村 ,220
2,,19, | 2室1厅 | 49.85平米 | 东 南 北 | 简装,,70211,延定巷38号 ,350
